time,id,x,y,angle
246.3,AUG_3,12.35,73.06,230.92
246.4,AUG_3,11.67,72.44,229.79
246.5,AUG_3,11.01,71.79,228.55
246.6,AUG_3,10.36,71.13,227.3
246.7,AUG_3,9.74,70.45,226.05
246.8,AUG_3,9.11,69.77,224.79
246.9,AUG_3,8.51,69.06,223.49
247,AUG_3,7.92,68.35,222.24
247.1,AUG_3,7.35,67.62,221.06
247.2,AUG_3,6.79,66.89,219.9
247.3,AUG_3,6.25,66.15,218.74
247.4,AUG_3,5.74,65.4,217.51
247.5,AUG_3,5.24,64.63,216.22
247.6,AUG_3,4.76,63.87,215.02
247.7,AUG_3,4.29,63.1,213.87
247.8,AUG_3,3.85,62.33,212.64
247.9,AUG_3,3.43,61.55,211.38
248,AUG_3,3.03,60.77,210.26
248.1,AUG_3,2.64,60,209.2
248.2,AUG_3,2.29,59.22,208
248.3,AUG_3,1.94,58.45,206.78
248.4,AUG_3,1.62,57.69,205.69
248.5,AUG_3,1.32,56.93,204.66
248.6,AUG_3,1.03,56.18,203.61
248.7,AUG_3,0.77,55.43,202.55
248.8,AUG_3,0.52,54.69,201.53
248.9,AUG_3,0.29,53.97,200.56
249,AUG_3,0.07,53.25,199.6
249.1,AUG_3,-0.12,52.54,198.55
249.2,AUG_3,-0.3,51.85,197.52
249.3,AUG_3,-0.46,51.16,196.57
249.4,AUG_3,-0.61,50.49,195.67
249.5,AUG_3,-0.76,49.83,194.77
249.6,AUG_3,-0.87,49.19,193.87
249.7,AUG_3,-0.99,48.56,192.98
249.8,AUG_3,-1.09,47.95,192.18
249.9,AUG_3,-1.18,47.35,191.43
250,AUG_3,-1.26,46.76,190.71
250.1,AUG_3,-1.33,46.19,189.95
250.2,AUG_3,-1.38,45.64,189.18
250.3,AUG_3,-1.43,45.11,188.45
250.4,AUG_3,-1.48,44.59,187.75
250.5,AUG_3,-1.51,44.08,187.1
250.6,AUG_3,-1.54,43.59,186.47
250.7,AUG_3,-1.57,43.12,185.86
250.8,AUG_3,-1.58,42.66,185.22
250.9,AUG_3,-1.59,42.22,184.6
251,AUG_3,-1.59,41.8,184
251.1,AUG_3,-1.6,41.39,183.42
251.2,AUG_3,-1.59,41.02,182.94
251.3,AUG_3,-1.59,40.63,182.43
251.4,AUG_3,-1.58,40.25,181.95
251.5,AUG_3,-1.57,39.9,181.49
251.6,AUG_3,-1.56,39.56,181.06
251.7,AUG_3,-1.54,39.24,180.61
251.8,AUG_3,-1.52,38.94,180.18
251.9,AUG_3,-1.51,38.65,179.78
252,AUG_3,-1.49,38.38,179.39
252.1,AUG_3,-1.47,38.12,179.02
252.2,AUG_3,-1.46,37.88,178.71
252.3,AUG_3,-1.43,37.65,178.41
252.4,AUG_3,-1.41,37.43,178.13
252.5,AUG_3,-1.39,37.23,177.87
252.6,AUG_3,-1.37,37.04,177.63
252.7,AUG_3,-1.36,36.87,177.4
252.8,AUG_3,-1.34,36.7,177.19
252.9,AUG_3,-1.33,36.55,176.99
253,AUG_3,-1.31,36.41,176.81
253.1,AUG_3,-1.3,36.28,176.64
253.2,AUG_3,-1.29,36.16,176.53
253.3,AUG_3,-1.27,36.05,176.38
253.4,AUG_3,-1.26,35.96,176.24
253.5,AUG_3,-1.24,35.87,176.11
253.6,AUG_3,-1.23,35.78,175.99
253.7,AUG_3,-1.22,35.71,175.89
253.8,AUG_3,-1.21,35.65,175.8
253.9,AUG_3,-1.2,35.59,175.71
254,AUG_3,-1.19,35.54,175.64
254.1,AUG_3,-1.19,35.5,175.58
254.2,AUG_3,-1.18,35.46,175.54
254.3,AUG_3,-1.18,35.44,175.5
254.4,AUG_3,-1.18,35.42,175.47
254.5,AUG_3,-1.17,35.4,175.44
254.6,AUG_3,-1.17,35.38,175.42
254.7,AUG_3,-1.17,35.37,175.4
254.8,AUG_3,-1.17,35.36,175.39
254.9,AUG_3,-1.17,35.36,175.38
255,AUG_3,-1.17,35.35,175.38
255.1,AUG_3,-1.17,35.35,175.38
255.2,AUG_3,-1.17,35.35,175.38
255.3,AUG_3,-1.17,35.35,175.38
255.4,AUG_3,-1.17,35.35,175.38
255.5,AUG_3,-1.17,35.35,175.38
255.6,AUG_3,-1.17,35.35,175.38
255.7,AUG_3,-1.17,35.35,175.38
255.8,AUG_3,-1.17,35.35,175.38
255.9,AUG_3,-1.17,35.35,175.38
256,AUG_3,-1.17,35.35,175.38
256.1,AUG_3,-1.17,35.35,175.38
256.2,AUG_3,-1.17,35.35,175.38
256.3,AUG_3,-1.17,35.35,175.38
256.4,AUG_3,-1.17,35.35,175.38
256.5,AUG_3,-1.17,35.35,175.38
256.6,AUG_3,-1.17,35.35,175.38
256.7,AUG_3,-1.17,35.35,175.38
256.8,AUG_3,-1.17,35.35,175.38
256.9,AUG_3,-1.17,35.35,175.38
257,AUG_3,-1.17,35.35,175.38
257.1,AUG_3,-1.17,35.35,175.38
257.2,AUG_3,-1.17,35.35,175.38
257.3,AUG_3,-1.17,35.35,175.38
257.4,AUG_3,-1.17,35.35,175.38
257.5,AUG_3,-1.17,35.35,175.38
257.6,AUG_3,-1.17,35.35,175.38
257.7,AUG_3,-1.17,35.35,175.38
257.8,AUG_3,-1.17,35.35,175.38
257.9,AUG_3,-1.17,35.35,175.38
258,AUG_3,-1.17,35.35,175.38
258.1,AUG_3,-1.17,35.35,175.38
258.2,AUG_3,-1.17,35.35,175.38
258.3,AUG_3,-1.17,35.35,175.38
258.4,AUG_3,-1.17,35.35,175.37
258.5,AUG_3,-1.17,35.35,175.37
258.6,AUG_3,-1.17,35.35,175.37
258.7,AUG_3,-1.17,35.35,175.37
258.8,AUG_3,-1.17,35.35,175.37
258.9,AUG_3,-1.17,35.35,175.37
259,AUG_3,-1.17,35.35,175.37
259.1,AUG_3,-1.17,35.35,175.37
259.2,AUG_3,-1.17,35.35,175.37
259.3,AUG_3,-1.17,35.35,175.37
259.4,AUG_3,-1.17,35.35,175.37
259.5,AUG_3,-1.17,35.35,175.37
259.6,AUG_3,-1.17,35.35,175.37
259.7,AUG_3,-1.17,35.35,175.37
259.8,AUG_3,-1.17,35.35,175.37
259.9,AUG_3,-1.17,35.35,175.37
260,AUG_3,-1.17,35.35,175.37
260.1,AUG_3,-1.17,35.35,175.37
260.2,AUG_3,-1.17,35.35,175.37
260.3,AUG_3,-1.17,35.35,175.37
260.4,AUG_3,-1.17,35.35,175.37
260.5,AUG_3,-1.17,35.35,175.37
260.6,AUG_3,-1.17,35.35,175.37
260.7,AUG_3,-1.17,35.35,175.37
260.8,AUG_3,-1.17,35.35,175.37
260.9,AUG_3,-1.17,35.35,175.37
261,AUG_3,-1.17,35.35,175.37
261.1,AUG_3,-1.17,35.35,175.37
261.2,AUG_3,-1.17,35.35,175.37
261.3,AUG_3,-1.17,35.35,175.37
261.4,AUG_3,-1.17,35.35,175.37
261.5,AUG_3,-1.17,35.35,175.37
261.6,AUG_3,-1.17,35.35,175.37
261.7,AUG_3,-1.17,35.35,175.37
261.8,AUG_3,-1.17,35.35,175.37
261.9,AUG_3,-1.17,35.35,175.37
262,AUG_3,-1.17,35.35,175.37
262.1,AUG_3,-1.17,35.35,175.37
262.2,AUG_3,-1.17,35.34,175.36
262.3,AUG_3,-1.16,35.33,175.35
262.4,AUG_3,-1.16,35.32,175.34
262.5,AUG_3,-1.16,35.31,175.32
262.6,AUG_3,-1.16,35.3,175.3
262.7,AUG_3,-1.16,35.28,175.28
262.8,AUG_3,-1.16,35.27,175.26
262.9,AUG_3,-1.15,35.25,175.23
263,AUG_3,-1.15,35.22,175.2
263.1,AUG_3,-1.14,35.2,175.16
263.2,AUG_3,-1.14,35.17,175.11
263.3,AUG_3,-1.14,35.13,175.07
263.4,AUG_3,-1.13,35.1,175.01
263.5,AUG_3,-1.12,35.06,174.96
263.6,AUG_3,-1.12,35.01,174.89
263.7,AUG_3,-1.11,34.96,174.82
263.8,AUG_3,-1.1,34.9,174.74
263.9,AUG_3,-1.09,34.84,174.65
264,AUG_3,-1.08,34.78,174.56
264.1,AUG_3,-1.07,34.71,174.46
264.2,AUG_3,-1.06,34.63,174.36
264.3,AUG_3,-1.05,34.55,174.24
264.4,AUG_3,-1.04,34.47,174.13
264.5,AUG_3,-1.02,34.37,174
264.6,AUG_3,-1,34.28,173.88
264.7,AUG_3,-0.98,34.17,173.74
264.8,AUG_3,-0.96,34.07,173.6
264.9,AUG_3,-0.94,33.95,173.45
265,AUG_3,-0.92,33.83,173.29
265.1,AUG_3,-0.9,33.7,173.12
265.2,AUG_3,-0.87,33.56,172.94
265.3,AUG_3,-0.85,33.42,172.75
265.4,AUG_3,-0.82,33.26,172.55
265.5,AUG_3,-0.79,33.11,172.34
265.6,AUG_3,-0.76,32.94,172.12
265.7,AUG_3,-0.73,32.77,171.9
265.8,AUG_3,-0.69,32.59,171.64
265.9,AUG_3,-0.64,32.4,171.38
266,AUG_3,-0.6,32.21,171.12
266.1,AUG_3,-0.56,32.01,170.83
266.2,AUG_3,-0.51,31.81,170.54
266.3,AUG_3,-0.46,31.59,170.24
266.4,AUG_3,-0.41,31.37,169.92
266.5,AUG_3,-0.36,31.14,169.6
266.6,AUG_3,-0.3,30.9,169.29
266.7,AUG_3,-0.23,30.66,168.98
266.8,AUG_3,-0.17,30.41,168.66
266.9,AUG_3,-0.1,30.15,168.34
267,AUG_3,-0.03,29.89,168
267.1,AUG_3,0.04,29.61,167.66
267.2,AUG_3,0.12,29.33,167.28
267.3,AUG_3,0.21,29.05,166.87
267.4,AUG_3,0.3,28.75,166.45
267.5,AUG_3,0.39,28.45,166.01
267.6,AUG_3,0.49,28.15,165.57
267.7,AUG_3,0.59,27.83,165.11
267.8,AUG_3,0.7,27.51,164.66
267.9,AUG_3,0.82,27.19,164.21
268,AUG_3,0.94,26.86,163.74
268.1,AUG_3,1.06,26.51,163.27
268.2,AUG_3,1.18,26.17,162.78
268.3,AUG_3,1.32,25.82,162.25
268.4,AUG_3,1.46,25.46,161.7
268.5,AUG_3,1.61,25.1,161.14
268.6,AUG_3,1.76,24.73,160.56
268.7,AUG_3,1.92,24.35,160.01
268.8,AUG_3,2.1,23.97,159.48
268.9,AUG_3,2.27,23.58,158.94
269,AUG_3,2.45,23.18,158.39
269.1,AUG_3,2.63,22.78,157.82
269.2,AUG_3,2.84,22.38,157.21
269.3,AUG_3,3.04,21.97,156.6
269.4,AUG_3,3.25,21.55,155.97
269.5,AUG_3,3.47,21.13,155.36
269.6,AUG_3,3.7,20.71,154.75
269.7,AUG_3,3.94,20.28,154.13
269.8,AUG_3,4.18,19.84,153.49
269.9,AUG_3,4.45,19.41,152.76
270,AUG_3,4.72,18.96,152
270.1,AUG_3,5,18.51,151.24
270.2,AUG_3,5.29,18.06,150.55
270.3,AUG_3,5.58,17.61,149.88
270.4,AUG_3,5.88,17.14,149.2
270.5,AUG_3,6.2,16.68,148.45
270.6,AUG_3,6.53,16.23,147.64
270.7,AUG_3,6.87,15.76,146.81
270.8,AUG_3,7.23,15.3,146.03
270.9,AUG_3,7.59,14.83,145.28
271,AUG_3,7.96,14.36,144.52
271.1,AUG_3,8.35,13.89,143.68
271.2,AUG_3,8.75,13.42,142.81
271.3,AUG_3,9.16,12.94,141.92
271.4,AUG_3,9.58,12.48,141.11
271.5,AUG_3,10.02,12,140.29
271.6,AUG_3,10.46,11.53,139.46
271.7,AUG_3,10.93,11.06,138.6
271.8,AUG_3,11.4,10.59,137.72
271.9,AUG_3,11.89,10.12,136.81
272,AUG_3,12.4,9.65,135.88
272.1,AUG_3,12.91,9.18,134.94
272.2,AUG_3,13.45,8.72,133.98
272.3,AUG_3,14,8.26,133.02
272.4,AUG_3,14.56,7.81,132.05
272.5,AUG_3,15.14,7.35,131.09
272.6,AUG_3,15.72,6.9,130.14
272.7,AUG_3,16.33,6.46,129.18
272.8,AUG_3,16.94,6.01,128.22
272.9,AUG_3,17.58,5.6,127.14
273,AUG_3,18.24,5.17,126.04
273.1,AUG_3,18.9,4.76,125.01
273.2,AUG_3,19.57,4.34,124
273.3,AUG_3,20.27,3.94,122.92
273.4,AUG_3,20.97,3.56,121.76
273.5,AUG_3,21.7,3.18,120.66
273.6,AUG_3,22.43,2.81,119.65
273.7,AUG_3,23.18,2.45,118.57
273.8,AUG_3,23.95,2.1,117.35
273.9,AUG_3,24.73,1.76,116.16
274,AUG_3,25.53,1.44,115.08
274.1,AUG_3,26.33,1.12,113.96
274.2,AUG_3,27.16,0.83,112.78
274.3,AUG_3,28,0.54,111.62
274.4,AUG_3,28.85,0.27,110.48
274.5,AUG_3,29.72,0.01,109.28
274.6,AUG_3,30.6,-0.22,107.97
274.7,AUG_3,31.5,-0.44,106.71
274.8,AUG_3,32.41,-0.65,105.48
274.9,AUG_3,33.33,-0.83,104.21
275,AUG_3,34.26,-1,102.9
275.1,AUG_3,35.2,-1.15,101.7
275.2,AUG_3,36.15,-1.28,100.52
275.3,AUG_3,37.11,-1.38,99.19
275.4,AUG_3,38.09,-1.47,97.87
275.5,AUG_3,39.07,-1.53,96.6
275.6,AUG_3,40.05,-1.58,95.28
275.7,AUG_3,41.05,-1.59,93.88
275.8,AUG_3,42.01,-1.59,92.59
275.9,AUG_3,43.02,-1.57,91.29
276,AUG_3,44.03,-1.51,89.88
276.1,AUG_3,45.05,-1.44,88.49
276.2,AUG_3,46.07,-1.34,87.17
276.3,AUG_3,47.1,-1.21,85.82
276.4,AUG_3,48.12,-1.06,84.36
276.5,AUG_3,49.15,-0.88,83
276.6,AUG_3,50.18,-0.69,81.64
276.7,AUG_3,51.2,-0.45,80.2
276.8,AUG_3,52.22,-0.2,78.84
276.9,AUG_3,53.24,0.06,77.54
277,AUG_3,54.24,0.37,76.1
277.1,AUG_3,55.25,0.7,74.67
277.2,AUG_3,56.24,1.05,73.28
277.3,AUG_3,57.22,1.43,71.82
277.4,AUG_3,58.19,1.83,70.32
277.5,AUG_3,59.14,2.25,68.99
277.6,AUG_3,60.09,2.69,67.66
277.7,AUG_3,61.01,3.15,66.26
277.8,AUG_3,61.92,3.63,64.94
277.9,AUG_3,62.82,4.12,63.65
278,AUG_3,63.68,4.65,62.19
278.1,AUG_3,64.54,5.18,60.79
278.2,AUG_3,65.37,5.72,59.57
278.3,AUG_3,66.18,6.27,58.27
278.4,AUG_3,66.96,6.84,56.89
278.5,AUG_3,67.71,7.42,55.63
278.6,AUG_3,68.45,8,54.44
278.7,AUG_3,69.15,8.59,53.16
278.8,AUG_3,69.84,9.18,51.87
278.9,AUG_3,70.5,9.78,50.74
279,AUG_3,71.14,10.37,49.62
279.1,AUG_3,71.75,10.98,48.54
279.2,AUG_3,72.34,11.56,47.48
279.3,AUG_3,72.9,12.17,46.35
279.4,AUG_3,73.44,12.75,45.23
279.5,AUG_3,73.94,13.34,44.18
279.6,AUG_3,74.43,13.92,43.15
279.7,AUG_3,74.9,14.49,42.15
279.8,AUG_3,75.35,15.06,41.17
279.9,AUG_3,75.78,15.61,40.24
280,AUG_3,76.18,16.16,39.4
280.1,AUG_3,76.56,16.69,38.6
280.2,AUG_3,76.93,17.22,37.76
280.3,AUG_3,77.26,17.73,36.89
280.4,AUG_3,77.59,18.24,36.04
280.5,AUG_3,77.89,18.73,35.27
280.6,AUG_3,78.19,19.2,34.56
280.7,AUG_3,78.47,19.66,33.87
280.8,AUG_3,78.73,20.11,33.17
280.9,AUG_3,78.97,20.55,32.46
281,AUG_3,79.2,20.97,31.77
281.1,AUG_3,79.42,21.37,31.11
281.2,AUG_3,79.62,21.77,30.58
281.3,AUG_3,79.82,22.15,30.08
281.4,AUG_3,80,22.52,29.6
281.5,AUG_3,80.18,22.87,29.13
281.6,AUG_3,80.33,23.21,28.6
281.7,AUG_3,80.48,23.54,28.06
281.8,AUG_3,80.61,23.85,27.55
281.9,AUG_3,80.74,24.14,27.07
282,AUG_3,80.87,24.42,26.61
282.1,AUG_3,80.98,24.69,26.21
282.2,AUG_3,81.08,24.94,25.87
282.3,AUG_3,81.18,25.18,25.55
282.4,AUG_3,81.27,25.4,25.24
282.5,AUG_3,81.36,25.61,24.95
282.6,AUG_3,81.44,25.81,24.68
282.7,AUG_3,81.51,26,24.43
282.8,AUG_3,81.58,26.18,24.18
282.9,AUG_3,81.64,26.35,23.93
283,AUG_3,81.7,26.51,23.7
283.1,AUG_3,81.75,26.65,23.48
283.2,AUG_3,81.8,26.78,23.28
283.3,AUG_3,81.84,26.91,23.1
283.4,AUG_3,81.88,27.02,22.94
283.5,AUG_3,81.92,27.12,22.79
283.6,AUG_3,81.95,27.21,22.65
283.7,AUG_3,81.98,27.29,22.53
283.8,AUG_3,82.01,27.36,22.42
283.9,AUG_3,82.03,27.43,22.32
284,AUG_3,82.05,27.49,22.24
284.1,AUG_3,82.07,27.54,22.16
284.2,AUG_3,82.09,27.59,22.09
284.3,AUG_3,82.1,27.63,22.03
284.4,AUG_3,82.11,27.66,21.98
284.5,AUG_3,82.12,27.69,21.93
284.6,AUG_3,82.13,27.72,21.89
284.7,AUG_3,82.14,27.74,21.86
284.8,AUG_3,82.14,27.75,21.84
284.9,AUG_3,82.15,27.76,21.83
285,AUG_3,82.15,27.77,21.82
285.1,AUG_3,82.15,27.77,21.82
285.2,AUG_3,82.15,27.77,21.82
285.3,AUG_3,82.15,27.77,21.82
285.4,AUG_3,82.15,27.77,21.82
285.5,AUG_3,82.15,27.77,21.82
285.6,AUG_3,82.15,27.77,21.82
285.7,AUG_3,82.15,27.77,21.82
285.8,AUG_3,82.15,27.77,21.82
285.9,AUG_3,82.15,27.77,21.82
286,AUG_3,82.15,27.77,21.82
286.1,AUG_3,82.15,27.77,21.82
286.2,AUG_3,82.15,27.77,21.82
286.3,AUG_3,82.15,27.77,21.82
286.4,AUG_3,82.15,27.77,21.82
286.5,AUG_3,82.15,27.77,21.82
286.6,AUG_3,82.15,27.77,21.82
286.7,AUG_3,82.15,27.77,21.82
286.8,AUG_3,82.15,27.77,21.82
286.9,AUG_3,82.15,27.77,21.82
287,AUG_3,82.15,27.77,21.82
287.1,AUG_3,82.15,27.77,21.82
287.2,AUG_3,82.15,27.77,21.82
287.3,AUG_3,82.15,27.77,21.82
287.4,AUG_3,82.15,27.77,21.82
287.5,AUG_3,82.15,27.77,21.82
287.6,AUG_3,82.15,27.77,21.82
287.7,AUG_3,82.15,27.77,21.82
287.8,AUG_3,82.15,27.77,21.82
287.9,AUG_3,82.15,27.77,21.82
288,AUG_3,82.15,27.77,21.82
288.1,AUG_3,82.15,27.77,21.82
288.2,AUG_3,82.15,27.77,21.82
288.3,AUG_3,82.15,27.77,21.82
288.4,AUG_3,82.15,27.77,21.82
288.5,AUG_3,82.15,27.77,21.82
288.6,AUG_3,82.15,27.77,21.82
288.7,AUG_3,82.15,27.77,21.82
288.8,AUG_3,82.15,27.77,21.82
288.9,AUG_3,82.15,27.77,21.82
289,AUG_3,82.15,27.77,21.82
289.1,AUG_3,82.15,27.77,21.82
289.2,AUG_3,82.15,27.77,21.82
289.3,AUG_3,82.15,27.77,21.82
289.4,AUG_3,82.15,27.77,21.82
289.5,AUG_3,82.15,27.77,21.82
289.6,AUG_3,82.15,27.77,21.82
289.7,AUG_3,82.15,27.77,21.82
289.8,AUG_3,82.15,27.77,21.82
289.9,AUG_3,82.15,27.77,21.82
290,AUG_3,82.15,27.77,21.82
290.1,AUG_3,82.15,27.77,21.82
290.2,AUG_3,82.15,27.77,21.82
290.3,AUG_3,82.15,27.77,21.82
290.4,AUG_3,82.15,27.77,21.82
290.5,AUG_3,82.15,27.77,21.82
290.6,AUG_3,82.15,27.77,21.82
290.7,AUG_3,82.15,27.77,21.82
290.8,AUG_3,82.15,27.77,21.82
290.9,AUG_3,82.15,27.77,21.82
291,AUG_3,82.15,27.77,21.82
291.1,AUG_3,82.15,27.77,21.82
291.2,AUG_3,82.15,27.77,21.82
291.3,AUG_3,82.15,27.77,21.82
291.4,AUG_3,82.15,27.77,21.82
291.5,AUG_3,82.15,27.77,21.82
291.6,AUG_3,82.15,27.77,21.82
291.7,AUG_3,82.15,27.77,21.82
291.8,AUG_3,82.15,27.77,21.82
291.9,AUG_3,82.15,27.77,21.82
292,AUG_3,82.15,27.77,21.82
292.1,AUG_3,82.15,27.77,21.82
292.2,AUG_3,82.15,27.77,21.82
292.3,AUG_3,82.15,27.77,21.82
292.4,AUG_3,82.15,27.77,21.82
292.5,AUG_3,82.15,27.77,21.82
292.6,AUG_3,82.15,27.77,21.82
292.7,AUG_3,82.15,27.77,21.82
292.8,AUG_3,82.15,27.77,21.82
292.9,AUG_3,82.15,27.77,21.82
293,AUG_3,82.15,27.77,21.82
293.1,AUG_3,82.15,27.77,21.82
293.2,AUG_3,82.15,27.77,21.82
293.3,AUG_3,82.15,27.77,21.82
293.4,AUG_3,82.15,27.77,21.82
293.5,AUG_3,82.15,27.77,21.82
293.6,AUG_3,82.15,27.77,21.82
293.7,AUG_3,82.15,27.77,21.82
293.8,AUG_3,82.15,27.77,21.82
293.9,AUG_3,82.15,27.77,21.82
294,AUG_3,82.15,27.77,21.82
294.1,AUG_3,82.15,27.77,21.82
294.2,AUG_3,82.15,27.77,21.82
294.3,AUG_3,82.15,27.77,21.82
294.4,AUG_3,82.15,27.77,21.82
294.5,AUG_3,82.15,27.77,21.82
294.6,AUG_3,82.15,27.77,21.82
294.7,AUG_3,82.15,27.77,21.82
294.8,AUG_3,82.15,27.77,21.82
294.9,AUG_3,82.15,27.77,21.82
295,AUG_3,82.15,27.77,21.82
295.1,AUG_3,82.15,27.77,21.82
295.2,AUG_3,82.15,27.77,21.82
295.3,AUG_3,82.15,27.77,21.82
295.4,AUG_3,82.15,27.77,21.82
295.5,AUG_3,82.15,27.77,21.82
295.6,AUG_3,82.15,27.77,21.82
295.7,AUG_3,82.15,27.77,21.82
295.8,AUG_3,82.15,27.77,21.82
295.9,AUG_3,82.15,27.77,21.82
296,AUG_3,82.15,27.77,21.82
296.1,AUG_3,82.15,27.77,21.82
296.2,AUG_3,82.15,27.77,21.81
296.3,AUG_3,82.15,27.78,21.81
296.4,AUG_3,82.15,27.78,21.8
296.5,AUG_3,82.16,27.79,21.79
296.6,AUG_3,82.16,27.8,21.79
296.7,AUG_3,82.16,27.81,21.77
296.8,AUG_3,82.17,27.82,21.76
296.9,AUG_3,82.17,27.83,21.74
297,AUG_3,82.18,27.85,21.72
297.1,AUG_3,82.18,27.87,21.69
297.2,AUG_3,82.19,27.9,21.66
297.3,AUG_3,82.2,27.92,21.62
297.4,AUG_3,82.21,27.96,21.58
297.5,AUG_3,82.22,28,21.53
297.6,AUG_3,82.23,28.04,21.48
297.7,AUG_3,82.25,28.08,21.42
297.8,AUG_3,82.27,28.14,21.35
297.9,AUG_3,82.28,28.2,21.28
298,AUG_3,82.31,28.26,21.2
298.1,AUG_3,82.33,28.33,21.11
298.2,AUG_3,82.35,28.41,21.01
298.3,AUG_3,82.37,28.48,20.92
298.4,AUG_3,82.4,28.57,20.81
298.5,AUG_3,82.43,28.66,20.7
298.6,AUG_3,82.46,28.75,20.58
298.7,AUG_3,82.49,28.85,20.45
298.8,AUG_3,82.53,28.96,20.31
298.9,AUG_3,82.56,29.08,20.16
299,AUG_3,82.6,29.2,20.01
299.1,AUG_3,82.64,29.33,19.84
299.2,AUG_3,82.68,29.47,19.66
299.3,AUG_3,82.72,29.61,19.44
299.4,AUG_3,82.76,29.76,19.22
299.5,AUG_3,82.8,29.92,18.99
299.6,AUG_3,82.84,30.08,18.74
299.7,AUG_3,82.89,30.26,18.49
299.8,AUG_3,82.94,30.44,18.22
299.9,AUG_3,82.99,30.63,17.94
300,AUG_3,83.04,30.82,17.66
300.1,AUG_3,83.09,31.02,17.36
300.2,AUG_3,83.14,31.23,17.07
300.3,AUG_3,83.19,31.45,16.77
300.4,AUG_3,83.24,31.68,16.47
300.5,AUG_3,83.29,31.91,16.15
300.6,AUG_3,83.35,32.15,15.83
300.7,AUG_3,83.4,32.39,15.49
300.8,AUG_3,83.46,32.65,15.15
300.9,AUG_3,83.51,32.91,14.8
301,AUG_3,83.56,33.18,14.42
301.1,AUG_3,83.61,33.45,14.03
301.2,AUG_3,83.67,33.74,13.63
301.3,AUG_3,83.72,34.04,13.21
301.4,AUG_3,83.77,34.34,12.78
301.5,AUG_3,83.83,34.65,12.38
301.6,AUG_3,83.87,34.97,11.98
301.7,AUG_3,83.92,35.3,11.58
301.8,AUG_3,83.97,35.63,11.16
301.9,AUG_3,84.02,35.97,10.74
302,AUG_3,84.06,36.32,10.29
302.1,AUG_3,84.1,36.68,9.82
302.2,AUG_3,84.14,37.05,9.33
302.3,AUG_3,84.18,37.43,8.84
302.4,AUG_3,84.22,37.81,8.33
302.5,AUG_3,84.25,38.2,7.81
302.6,AUG_3,84.27,38.6,7.27
302.7,AUG_3,84.29,39.01,6.72
302.8,AUG_3,84.32,39.42,6.15
302.9,AUG_3,84.33,39.85,5.57
303,AUG_3,84.34,40.28,4.96
303.1,AUG_3,84.35,40.72,4.34
303.2,AUG_3,84.36,41.17,3.7
303.3,AUG_3,84.36,41.59,3.11
303.4,AUG_3,84.35,42.06,2.48
303.5,AUG_3,84.34,42.54,1.83
303.6,AUG_3,84.33,43.03,1.17
303.7,AUG_3,84.31,43.53,0.55
303.8,AUG_3,84.28,44.03,359.9
303.9,AUG_3,84.25,44.55,359.23
304,AUG_3,84.21,45.07,358.56
304.1,AUG_3,84.15,45.61,357.84
304.2,AUG_3,84.09,46.15,357.1
304.3,AUG_3,84.03,46.7,356.39
304.4,AUG_3,83.95,47.25,355.6
304.5,AUG_3,83.87,47.81,354.8
304.6,AUG_3,83.78,48.38,354
304.7,AUG_3,83.68,48.96,353.21
304.8,AUG_3,83.57,49.54,352.41
304.9,AUG_3,83.46,50.12,351.61
305,AUG_3,83.32,50.72,350.81
305.1,AUG_3,83.19,51.32,350
305.2,AUG_3,83.04,51.93,349.2
305.3,AUG_3,82.88,52.55,348.42
305.4,AUG_3,82.71,53.17,347.62
305.5,AUG_3,82.52,53.8,346.74
305.6,AUG_3,82.32,54.44,345.82
305.7,AUG_3,82.12,55.08,344.9
305.8,AUG_3,81.89,55.73,344
305.9,AUG_3,81.66,56.38,343.08
306,AUG_3,81.4,57.03,342.11
306.1,AUG_3,81.13,57.69,341.09
306.2,AUG_3,80.86,58.36,340.09
306.3,AUG_3,80.57,59.02,339.21
306.4,AUG_3,80.27,59.7,338.32
306.5,AUG_3,79.94,60.37,337.3
306.6,AUG_3,79.6,61.04,336.24
306.7,AUG_3,79.24,61.71,335.24
306.8,AUG_3,78.87,62.39,334.27
306.9,AUG_3,78.49,63.06,333.24
307,AUG_3,78.08,63.74,332.05
307.1,AUG_3,77.66,64.41,330.88
307.2,AUG_3,77.22,65.09,329.93
307.3,AUG_3,76.78,65.77,328.97
307.4,AUG_3,76.29,66.44,327.8
307.5,AUG_3,75.8,67.12,326.6
307.6,AUG_3,75.28,67.78,325.52
307.7,AUG_3,74.76,68.45,324.43
307.8,AUG_3,74.2,69.11,323.24
307.9,AUG_3,73.64,69.77,322
308,AUG_3,73.05,70.42,320.9
308.1,AUG_3,72.45,71.08,319.81
308.2,AUG_3,71.83,71.71,318.66
308.3,AUG_3,71.19,72.35,317.47
308.4,AUG_3,70.52,72.97,316.2
308.5,AUG_3,69.84,73.59,314.92
308.6,AUG_3,69.13,74.19,313.62
308.7,AUG_3,68.41,74.79,312.33
308.8,AUG_3,67.67,75.37,311.09
308.9,AUG_3,66.91,75.95,309.88
309,AUG_3,66.14,76.51,308.7
309.1,AUG_3,65.34,77.06,307.41
309.2,AUG_3,64.52,77.59,306.03
309.3,AUG_3,63.68,78.11,304.75
309.4,AUG_3,62.84,78.63,303.48
309.5,AUG_3,61.96,79.1,302.05
309.6,AUG_3,61.08,79.58,300.7
